group,age,sample_id,n_roi_noncell_voxels,n_roi_noncell_nonzero,mean_AT8,std_AT8,median_AT8,AT8_positive_ratio_2std,AT8_positive_ratio_mean,AT8_positive_ratio_1std,total_cells,AT8_positive_cells_2std,AT8_positive_cells_mean,AT8_positive_cells_1std
PS19,3 Months,453,24342193,24342193,176.72203256296586,23.385140311614304,174.0,0.16044776119402984,0.8134328358208955,0.43283582089552236,268,43,218,116
PS19,3 Months,453,13838907,13838907,168.0417606679487,27.583824873069172,165.0,0.10043668122270742,0.7991266375545851,0.4192139737991266,229,23,183,96
PS19,3 Months,453,17244851,17244851,179.80525810283893,27.58415609988497,177.0,0.07246376811594203,0.7420289855072464,0.3130434782608696,345,25,256,108
PS19,3 Months,246,50879985,50879985,136.88828330039797,28.735036343018084,135.0,0.02356902356902357,0.7845117845117845,0.16666666666666666,594,14,466,99
PS19,3 Months,246,65299278,65299278,126.97087503785264,11.945525158190236,126.0,0.03258426966292135,0.7471910112359551,0.13820224719101123,890,29,665,123
PS19,3 Months,246,109083524,109083524,131.48830896772276,19.81115477165289,130.0,0.02290748898678414,0.6475770925110133,0.1092511013215859,1135,26,735,124
PS19,3 Months,246,61867057,61867057,130.7747074828531,16.91082148290808,129.0,0.034482758620689655,0.669761273209549,0.17771883289124668,754,26,505,134
PS19,3 Months,246,71901262,71901262,137.34853143467774,25.457518905631012,135.0,0.03909205548549811,0.5296343001261034,0.15762925598991173,793,31,420,125
PS19,3 Months,240,8343280,8343280,208.76228989078635,72.30839071448476,192.0,0.14516129032258066,0.6666666666666666,0.43010752688172044,186,27,124,80
PS19,3 Months,240,24135966,24135966,178.51207956623736,44.51371827412326,170.0,0.12602739726027398,0.5945205479452055,0.30684931506849317,365,46,217,112
PS19,3 Months,240,30626766,30626766,167.339130648009,40.15010343976262,159.0,0.13352272727272727,0.7869318181818182,0.4602272727272727,352,47,277,162
PS19,3 Months,240,20555133,20555133,159.73027778511576,44.116288916739556,152.0,0.09259259259259259,0.7481481481481481,0.37037037037037035,270,25,202,100
PS19,3 Months,240,17143659,17143659,210.2426358340422,67.33294813451867,195.0,0.16356877323420074,0.6728624535315985,0.4200743494423792,269,44,181,113
PS19,3 Months,247,14477532,14477532,416.114335371526,162.87696268683882,393.0,0.07633587786259542,0.7404580152671756,0.33587786259541985,262,20,194,88
PS19,3 Months,247,6923366,6923366,382.13920844282967,136.02260642192948,353.0,0.1056338028169014,0.7676056338028169,0.4084507042253521,142,15,109,58
PS19,3 Months,247,50089547,50089547,333.0186595418801,108.98646646038686,311.0,0.10292072322670376,0.6342141863699583,0.25034770514603616,719,74,456,180
PS19,3 Months,247,6311047,6311047,597.0831790668014,271.9724753875326,540.0,0.05660377358490566,0.7169811320754716,0.37735849056603776,159,9,114,60
PS19,3 Months,247,13029895,13029895,483.58425037193314,172.64151612517742,448.0,0.07017543859649122,0.7017543859649122,0.35789473684210527,285,20,200,102
PS19,3 Months,245,85795215,85795215,152.79715987657355,25.771867944147548,149.0,0.06060606060606061,0.6238244514106583,0.19122257053291536,957,58,597,183
PS19,3 Months,245,49554556,49554556,154.62514217663457,31.969712203336233,149.0,0.0865979381443299,0.6597938144329897,0.2556701030927835,485,42,320,124
PS19,3 Months,245,28825482,28825482,160.7219792543278,39.360983194577706,156.0,0.03189066059225513,0.5763097949886105,0.1480637813211845,439,14,253,65
PS19,3 Months,245,37016821,37016821,160.04331179600754,37.04406988209115,153.0,0.14428857715430862,0.7154308617234469,0.37074148296593185,499,72,357,185
PS19,3 Months,245,17866017,17866017,190.0850978704431,64.85944621865795,177.0,0.09863945578231292,0.6768707482993197,0.29931972789115646,294,29,199,88
Control,7 Months,78,24075783,24075783,177.3728898869042,34.13717505110065,173.0,0.018691588785046728,0.6051401869158879,0.102803738317757,428,8,259,44
Control,7 Months,78,6682625,6682625,205.98490458465048,40.793469693024996,200.0,0.023668639053254437,0.7692307692307693,0.17159763313609466,169,4,130,29
Control,7 Months,78,10453705,10453705,206.2793074799796,64.56238009111455,190.0,0.03125,0.40625,0.08984375,256,8,104,23
Control,7 Months,78,17945153,17945153,196.0498918008668,46.32185645505607,187.0,0.02729528535980149,0.5210918114143921,0.09925558312655088,403,11,210,40
Control,7 Months,78,12235773,12235773,201.82865275450925,50.457452676850394,193.0,0.009868421052631578,0.5921052631578947,0.09539473684210527,304,3,180,29
Control,7 Months,74,27452075,27452075,186.30062113701788,57.736464614479694,181.0,0.004724409448818898,0.5196850393700787,0.03779527559055118,635,3,330,24
Control,7 Months,74,4977086,4977086,175.29994679617752,31.498161140482125,171.0,0.03361344537815126,0.7058823529411765,0.11764705882352941,119,4,84,14
Control,7 Months,74,16672071,16672071,181.9087099617078,59.46312489348479,176.0,0.007159904534606206,0.6109785202863962,0.05250596658711217,419,3,256,22
Control,7 Months,74,15522581,15522581,162.34449032670534,33.310825985810936,158.0,0.02127659574468085,0.5611702127659575,0.05053191489361702,376,8,211,19
Control,7 Months,74,2258707,2258707,274.3433822979253,102.3041578247989,248.0,0.044444444444444446,0.4444444444444444,0.1111111111111111,45,2,20,5
Control,9 Months,69,14754295,14754295,148.60525860435894,20.40740384512364,149.0,0.023255813953488372,0.7641196013289037,0.10963455149501661,301,7,230,33
Control,9 Months,69,13398333,13398333,152.47625439672234,26.86055432428421,149.0,0.02734375,0.625,0.07421875,256,7,160,19
Control,9 Months,69,45201637,45201637,143.84221401096602,15.374751913366994,144.0,0.013513513513513514,0.6816816816816816,0.06156156156156156,666,9,454,41
Control,9 Months,69,8546153,8546153,180.01688443911547,40.91506845398346,175.0,0.08620689655172414,0.7298850574712644,0.1839080459770115,174,15,127,32
Control,9 Months,69,19476566,19476566,146.8687876497325,18.311702429838522,146.0,0.00558659217877095,0.6787709497206704,0.030726256983240222,358,2,243,11
Control,9 Months,53,26549240,26549240,138.0646058418245,18.856141629953072,137.0,0.0,0.7259100642398287,0.034261241970021415,467,0,339,16
Control,9 Months,53,10511834,10511834,138.35715213919855,19.141811989279624,138.0,0.0,0.7423312883435583,0.018404907975460124,163,0,121,3
Control,9 Months,53,24408897,24408897,132.7738553692123,19.99190405461146,131.0,0.004282655246252677,0.569593147751606,0.16059957173447537,467,2,266,75
Control,9 Months,53,32037888,32037888,143.20939223584276,16.248150260003598,143.0,0.0022371364653243847,0.767337807606264,0.06935123042505593,447,1,343,31
Control,9 Months,53,10157404,10157404,143.92923477297938,24.89895396785126,141.0,0.12162162162162163,0.8513513513513513,0.3581081081081081,148,18,126,53
Control,9 Months,137,21328251,21328251,133.60359299972603,24.271995908704028,128.0,0.09019607843137255,0.7568627450980392,0.4117647058823529,255,23,193,105
Control,9 Months,137,27632428,27632428,134.03225608694248,21.792831478778133,133.0,0.08086253369272237,0.7951482479784366,0.4339622641509434,371,30,295,161
Control,9 Months,137,8204531,8204531,189.53517586806606,33.89862853140015,187.0,0.01098901098901099,0.8498168498168498,0.2564102564102564,273,3,232,70
Control,9 Months,137,14809283,14809283,175.51051614045056,31.62677780038492,175.0,0.023936170212765957,0.875,0.35638297872340424,376,9,329,134
Control,9 Months,137,9678458,9678458,150.19254627131718,22.712201058881725,149.0,0.0299625468164794,0.8913857677902621,0.35580524344569286,267,8,238,95
Control,9 Months,43,11840648,11840648,203.15841911692672,47.880020752483645,200.0,0.03488372093023256,0.748062015503876,0.22093023255813954,258,9,193,57
Control,9 Months,43,61048804,61048804,156.1880243878324,33.392738051991415,152.0,0.028258887876025523,0.44940747493163175,0.18778486782133091,1097,31,493,206
Control,9 Months,43,11696410,11696410,173.24156480492732,32.73943449752397,172.0,0.003663003663003663,0.73992673992674,0.2600732600732601,273,1,202,71
Control,9 Months,43,30268569,30268569,156.49321010187168,28.42125274751513,158.0,0.019823788546255508,0.5947136563876652,0.17841409691629956,454,9,270,81
Control,9 Months,43,8171886,8171886,181.64729304838565,42.141966261546145,178.0,0.005235602094240838,0.7382198952879581,0.27225130890052357,191,1,141,52
Control,9 Months,134,51053806,51053806,161.9155226546675,20.854410404342996,162.0,0.0,0.6604708798017348,0.04460966542750929,807,0,533,36
Control,9 Months,134,23940052,23940052,153.31686405693688,16.31687973178458,153.0,0.0019305019305019305,0.6583011583011583,0.017374517374517374,518,1,341,9
Control,9 Months,134,5178046,5178046,174.35119560544652,27.11787732730984,174.0,0.0,0.8433734939759037,0.0783132530120482,166,0,140,13
Control,9 Months,134,41858957,41858957,138.26863655489552,21.42670545047566,139.0,0.018518518518518517,0.662962962962963,0.1648148148148148,540,10,358,89
Control,9 Months,134,116617707,116617707,137.9933796503133,17.47343137277191,137.0,0.00228310502283105,0.5964611872146118,0.07705479452054795,1752,4,1045,135
Control,9 Months,130,34180578,34180578,150.1100314043841,19.491219639693792,151.0,0.004514672686230248,0.8645598194130926,0.17155756207674944,443,2,383,76
Control,9 Months,130,53089191,53089191,135.86171480744545,20.969252822094234,134.0,0.013358778625954198,0.7919847328244275,0.2881679389312977,524,7,415,151
Control,9 Months,130,30980483,30980483,132.52071654273433,12.325171070043902,132.0,0.01411764705882353,0.6023529411764705,0.08470588235294117,425,6,256,36
Control,9 Months,130,92353258,92353258,128.73224676058533,17.8736988022881,127.0,0.018726591760299626,0.8102372034956304,0.32209737827715357,801,15,649,258
Control,9 Months,130,30880289,30880289,144.73663996473607,16.975448420302648,144.0,0.012269938650306749,0.8507157464212679,0.147239263803681,489,6,416,72
Control,9 Months,47,15971024,15971024,151.8923271294314,22.092663840049187,150.0,0.0,0.8409703504043127,0.14016172506738545,371,0,312,52
Control,9 Months,47,56974833,56974833,140.9561079538399,17.580741513758102,140.0,0.0403899721448468,0.7674094707520891,0.26740947075208915,718,29,551,192
Control,9 Months,47,6730291,6730291,150.11207999772967,21.354007677667873,149.0,0.0,0.925531914893617,0.1595744680851064,188,0,174,30
Control,9 Months,47,27501202,27501202,146.02745258189077,27.006909559211383,143.0,0.05434782608695652,0.6521739130434783,0.24130434782608695,460,25,300,111
Control,9 Months,47,7971361,7971361,153.63860587922187,21.32840060249932,152.0,0.0043859649122807015,0.8245614035087719,0.16228070175438597,228,1,188,37
Control,9 Months,132,14232200,14232200,168.34148768286,26.950062124910016,167.0,0.0,0.6880222841225627,0.052924791086350974,359,0,247,19
Control,9 Months,132,19706954,19706954,159.24077800151156,42.18719683510997,157.0,0.014028056112224449,0.6292585170340681,0.04609218436873747,499,7,314,23
Control,9 Months,132,21556519,21556519,150.19403698714063,54.07558331528234,140.0,0.033854166666666664,0.7395833333333334,0.10416666666666667,384,13,284,40
Control,9 Months,132,11066780,11066780,153.07633349537986,22.105231766486675,152.0,0.002680965147453083,0.8337801608579088,0.0938337801608579,373,1,311,35
Control,9 Months,132,54657112,54657112,150.4345730341552,31.358944572579734,153.0,0.011734028683181226,0.7614080834419817,0.10430247718383312,767,9,584,80
Control,6 Months,149,13823788,13823788,180.21056312495534,42.543507488257895,176.0,0.018633540372670808,0.6118012422360248,0.046583850931677016,322,6,197,15
Control,6 Months,149,12319492,12319492,197.93840565828526,34.808600639626576,194.0,0.022988505747126436,0.47701149425287354,0.05747126436781609,348,8,166,20
Control,6 Months,149,9481562,9481562,189.47595311827314,36.16105439415735,185.0,0.004201680672268907,0.4957983193277311,0.046218487394957986,238,1,118,11
Control,6 Months,149,31992437,31992437,163.9247489023734,28.239830472376944,162.0,0.014251781472684086,0.5391923990498813,0.05463182897862233,421,6,227,23
Control,6 Months,149,26139136,26139136,170.8138776660407,29.625598069325243,168.0,0.014314928425357873,0.6196319018404908,0.09406952965235174,489,7,303,46
Control,6 Months,151,4137409,4137409,142.6980114849656,21.52396504890675,141.0,0.0,0.8789808917197452,0.2929936305732484,157,0,138,46
Control,6 Months,151,4545041,4545041,148.3070168123896,20.969526703141536,147.0,0.0,0.9395604395604396,0.12087912087912088,182,0,171,22
Control,6 Months,151,11821780,11821780,136.40618629343467,20.707449373841275,136.0,0.0,0.8722044728434505,0.15654952076677317,313,0,273,49
Control,6 Months,151,14048364,14048364,126.20487018986695,13.68933080858391,125.0,0.0,0.8077858880778589,0.051094890510948905,411,0,332,21
Control,6 Months,151,21416239,21416239,127.94329994169378,14.059514074961891,127.0,0.0,0.7505285412262156,0.02536997885835095,473,0,355,12
Control,6 Months,146,20735691,20735691,145.10573445563014,23.49393628246565,141.0,0.07051282051282051,0.5160256410256411,0.20833333333333334,312,22,161,65
Control,6 Months,146,8407748,8407748,190.91502278612538,41.91776121284819,186.0,0.029411764705882353,0.7279411764705882,0.28308823529411764,272,8,198,77
Control,6 Months,146,11788213,11788213,170.6049998417911,27.54483454389898,167.0,0.03666666666666667,0.7566666666666667,0.22,300,11,227,66
Control,6 Months,146,24477182,24477182,167.1322880632256,32.191873851357734,161.0,0.09693877551020408,0.5969387755102041,0.23214285714285715,392,38,234,91
Control,6 Months,146,19113363,19113363,152.61105583564756,26.541745905309753,150.0,0.0847953216374269,0.6169590643274854,0.2953216374269006,342,29,211,101
Control,6 Months,165,21053806,21053806,153.02796843478086,34.16585659582341,148.0,0.05235602094240838,0.4581151832460733,0.14659685863874344,382,20,175,56
Control,6 Months,165,117964604,117964604,146.5043730405775,26.547814391231892,148.0,0.0006915629322268327,0.6922544951590595,0.13623789764868602,1446,1,1001,197
Control,6 Months,165,13378119,13378119,170.4571884134085,25.221090458522152,169.0,0.0,0.6961538461538461,0.026923076923076925,260,0,181,7
Control,6 Months,165,22073356,22073356,153.68967976595857,27.453842760052268,152.0,0.0,0.5348258706467661,0.09950248756218906,402,0,215,40
Control,6 Months,165,6415795,6415795,177.23281728920577,25.905418386284737,176.0,0.0,0.6666666666666666,0.028985507246376812,138,0,92,4
Control,6 Months,147,42136300,42136300,143.73610001352753,21.692475116325525,146.0,0.00904977375565611,0.4675716440422323,0.10407239819004525,663,6,310,69
Control,6 Months,147,16298485,16298485,150.1816458400888,23.921219289607492,150.0,0.005509641873278237,0.8705234159779615,0.1928374655647383,363,2,316,70
Control,6 Months,147,28743991,28743991,156.8169855396907,16.148939812814064,156.0,0.007009345794392523,0.6682242990654206,0.08177570093457943,428,3,286,35
Control,6 Months,147,10820346,10820346,160.79807383238946,22.685574056781906,160.0,0.003676470588235294,0.7720588235294118,0.10661764705882353,272,1,210,29
Control,6 Months,147,31101108,31101108,153.83293984252907,18.68003369025744,155.0,0.0019120458891013384,0.7915869980879541,0.0745697896749522,523,1,414,39
Control,6 Months,408,21603825,21603825,145.88449276922026,11.819065224519417,145.0,0.0,0.5717703349282297,0.019138755980861243,418,0,239,8
Control,6 Months,408,13680671,13680671,140.6106630296131,15.96146223861339,140.0,0.0,0.8148148148148148,0.006172839506172839,162,0,132,1
Control,6 Months,408,15557567,15557567,144.26729449405553,15.80566171656243,144.0,0.0,0.7666666666666667,0.0,180,0,138,0
Control,6 Months,408,28708662,28708662,139.89680814800772,14.206670579638514,139.0,0.0,0.6476510067114094,0.003355704697986577,298,0,193,1
Control,6 Months,408,30701163,30701163,129.63942587451817,8.947227149873488,129.0,0.0,0.7105263157894737,0.013157894736842105,152,0,108,2
Control,3 Months,457,14043663,14043663,145.43754795312304,16.61946080956067,145.0,0.0,0.5598086124401914,0.004784688995215311,209,0,117,1
Control,3 Months,457,8452591,8452591,142.02891468426662,18.315968214168407,141.0,0.0,0.6181818181818182,0.01818181818181818,110,0,68,2
Control,3 Months,457,9546436,9546436,141.8077609277431,13.967752160069363,141.0,0.0,0.5228215767634855,0.008298755186721992,241,0,126,2
Control,3 Months,457,12546619,12546619,140.70810160091736,15.777402650514484,140.0,0.0,0.6597222222222222,0.006944444444444444,144,0,95,1
Control,3 Months,457,18095248,18095248,141.00256443017525,14.96913299808149,140.0,0.0,0.5736434108527132,0.007751937984496124,258,0,148,2
Control,3 Months,241,7737045,7737045,155.98992483564462,26.237996824021824,153.0,0.015267175572519083,0.8320610687022901,0.15648854961832062,262,4,218,41
Control,3 Months,241,14054451,14054451,160.789565597404,26.702885997619457,158.0,0.005847953216374269,0.9298245614035088,0.20760233918128654,342,2,318,71
Control,3 Months,241,3376770,3376770,152.87760048804034,24.54165566016137,151.0,0.02531645569620253,0.8734177215189873,0.4050632911392405,79,2,69,32
Control,3 Months,241,12935708,12935708,152.8106293834091,22.58156604112638,151.0,0.0055248618784530384,0.856353591160221,0.16574585635359115,362,2,310,60
Control,3 Months,241,6643066,6643066,177.91026658473663,35.20311334847899,173.0,0.04608294930875576,0.7972350230414746,0.19815668202764977,217,10,173,43
Control,3 Months,248,2375383,2375383,150.8633458267572,23.72045067948115,149.0,0.0,0.7391304347826086,0.08695652173913043,46,0,34,4
Control,3 Months,248,2344493,2344493,169.46610375889372,28.504970530823922,169.0,0.0,0.696969696969697,0.15151515151515152,66,0,46,10
Control,3 Months,248,27340251,27340251,163.52736084975956,20.421913788645785,165.0,0.0,0.7878787878787878,0.05411255411255411,462,0,364,25
Control,3 Months,248,43187997,43187997,153.6303647284221,15.980605266213308,154.0,0.0,0.6504599211563732,0.018396846254927726,761,0,495,14
Control,3 Months,248,1810854,1810854,152.88970066057232,21.656533708384174,152.0,0.0,0.7457627118644068,0.05084745762711865,59,0,44,3
Control,3 Months,244,10083844,10083844,159.89253780601922,23.156922964052853,158.0,0.009009009009009009,0.8378378378378378,0.23873873873873874,222,2,186,53
Control,3 Months,244,30927146,30927146,148.06147874103868,19.93190765067798,147.0,0.020930232558139535,0.5441860465116279,0.16511627906976745,430,9,234,71
Control,3 Months,244,5146248,5146248,167.50501044644565,26.52345928429803,165.0,0.014814814814814815,0.8814814814814815,0.362962962962963,135,2,119,49
Control,3 Months,244,4172935,4172935,159.54122745741307,26.298566656439117,157.0,0.010752688172043012,0.8387096774193549,0.3655913978494624,93,1,78,34
Control,3 Months,244,4420181,4420181,162.71755862486174,26.911696026650986,161.0,0.034482758620689655,0.8620689655172413,0.3620689655172414,116,4,100,42
Control,3 Months,456,21008151,21008151,163.19915431872133,22.9458087046185,160.0,0.02077922077922078,0.36883116883116884,0.04415584415584416,385,8,142,17
Control,3 Months,456,16901518,16901518,145.71262007353423,16.920934470710357,144.0,0.019337016574585635,0.46408839779005523,0.058011049723756904,362,7,168,21
Control,3 Months,456,35022210,35022210,135.64423173180677,9.54830756446252,135.0,0.0026595744680851063,0.5159574468085106,0.023936170212765957,376,1,194,9
Control,3 Months,456,11339953,11339953,151.1583338132001,17.81235242114752,151.0,0.0,0.6796875,0.015625,128,0,87,2
Control,3 Months,456,36545005,36545005,155.00240175093697,19.330492782307267,154.0,0.0022026431718061676,0.5462555066079295,0.046255506607929514,454,1,248,21
